,brand,rating,review
10,Café Chavalo,5,"Durch Zufall bin ich auf der Suche nach Bio-Kaffee für meinen Vollautomaten auf das Angebot von Café Chavalo (Jens Klein) gestoßen. Preislich steht das Produkt auf gleicher Stufe mit vergleichbaren Bio-Kaffees. Natürlich ist der Preis nicht mit Discounter Bio-Kaffees zu vergleichen. Hier ist man aber sicher, das zu bekommen, was man bestellt. Ich habe sowohl den Kaffee, als auch den Espresso probiert. Sowohl gemahlen in der normalen Kaffeemaschine, als auch als ganze Bohne im Automaten. Der etwas kräftigere Geschmack des Espresso gefällt mir noch etwas besser, im Bekanntenkreis ist es aber durchaus auch andersrum. Der Kaffee ist gut verträglich,voll und rund im Geschmack. Der Magen rebelliert nicht, so wie ich das schon bei anderen Kaffees erlebt habe. Der Versand erfolgt schnell und gut verpackt. Anders als beim Discounter wird auch das Bio Produkt nicht einfach im Plastik Beutel verpackt , sondern in speziellen Papiertüten. – Insgesamt ist mein Eindruck so positiv, dass ich bei diesem Produkt bleibe und es auch gerne als Geschenk mitbringe."
11,Café Chavalo,5,"Ein Leipziger Original und nur zu empfehlen. Mild und doch kräftig, dabei tatsächlich wunderbar sanft für den Magen. Ganz großes Plus: er flockt bei Getreidedrinks („Milch“ darf mensch ja nicht wirklich sagen) zero aus, ein Träumchen. Reismilch, Hafermilch, Dinkelmilch, Mandelmilch, notfalls Soyamilch – er harmoniert mit allen. Herrrlich!"
12,Café Chavalo,5,Dieser leckere Espresso ist ein Genuss. Und da er unter wirklich tollen Bedingungen angebaut und verarbeitet war er schon lange unser Favorit. Seit er nun auch noch klimafreundlich mit dem Segelboot seinen Weg aus Nicaragua zu uns findet…gibt es kaum eine Alternative für uns 🙂
13,WeltPartner Bio- & Fairtrade-Kaffee,5,"Besonders gut finde ich, dass ausschließlich Kleinbäuerinnen und Kleinbauern unterstützt werden. Oft ist der Kaffee nicht nur Bio sondern auch Naturland Fair zertifiziert. Von unserem Frühstückstisch nicht mehr wegzudenken. "
14,WeltPartner Bio- & Fairtrade-Kaffee,5,"…Cafe Sidamo von WeltPartner – ich trinke ihn von Hand aufgebrüht als Filterkaffee. Ein äußerst leckerer, kräftiger Kaffee mit wenig Säure, kann ich sehr empfehlen."
15,WeltPartner Bio- & Fairtrade-Kaffee,5,"Ich bin großer Fan des WeltPartner Kaffees. Meine Lieblingssorte für Capuccino: Espresso 3 Länder (Bio Arabica Mischung aus Nicaragua, Peru und Kolumbien). Nicht nur fair gehandelt, sondern auch ein faires Preis-Leistungsverhältnis für mich als Kunde. Die neue Verpackung ist hübscher und umweltfreundlicher."
16,WeltPartner Bio- & Fairtrade-Kaffee,5,"Seit gut einem Jahr trinke ich Kaffee von WeltPartner. Mir gefällt, die Transparenz und das ehrliche Engagement für Kleinbauern überall auf der Welt. Geschmacklich auch top. Kann ich gerne weiterempfehlen! "
17,Gustoni Café und Espresso,5,;Mit dem Kauf unserer neuen Espressomaschine haben wir verschiedene Kaffes ausprobiert – und haben so unserer Favoriten. der Gustoni Espresso (Ganze Bohne) gehört auf alle Fälle dazu! Den gibt es auch bei uns im Bioladen für einen guten Preis und wir müssen nicht immer im Internet bestellen – das ist für uns ein echtes +.
18,Edeka Caffé Crema,5,"wir haben so einige fairtrade-bio-Kaffeesorten ausprobiert und diese Bohnen waren die einzigen, die all unsere Kriterien erfüllt haben. Volles Aroma, kein bitterer Nachgeschmack, nicht zu luschig mild. Feine Crema und er schmeckt genial als Espresso mit einem kleinen Spritzer Agavendicksaft (wer nimmt denn noch Zucker?!). Der Preis stimmt, EDEKA scheint sich hier nicht seinen Namen bezahlen zu lassen! Habe immer eine Packung in Reserve. 🙂"
19,Edeka Caffé Crema,5,"und geschmackvoll. Ein wunderbarer Kaffeegenuss für faires Geld. Allein der Duft beim Mahlen der Bohnen ist super. Da bekommt man direkt lust auf Kaffee. Dass es ein Fair Trade Produkt ist, macht das ganze perfekt. Die Edeka Eigenmarke hat damit für mich einige große Hersteller bei weitem übertroffen"
20,Edeka Caffé Crema,5,"Seit wir einen Kaffeevollautomaten haben, bin ich auf der Suche nach guten günstigen Kaffeesorten. Der Edeka Bio Caffé Crema hat ein schönen Duft, der schon beim Öffnen entgegenströmt. Beim Espresso bildet sich eine perfekte Crema und auch der Cappuccino gefällt mir sehr gut. Man merkt, das es 100% Arabica Bohnen sind, die ein sehr gutes Aroma haben. Das alles zu einem günstigen Preis, in Bio Qualität und fair gehandelt, was will man mehr?"
21,Altomayo Kaffee,5,"der kaffe ist sehr rund im aroma, noch besser finden wir mittlerweile den espresso, den wir im vollautomaten haben – dort dienst er als espresso UND gleichzeitig als kaffee. genial! unser bioladen nimmt altomayao auch für den café-bereich, da er so gut amkommt."
22,Zotter Kaffee Mi(s)Chung,5,"Der Kaffee ist leider- sage ich gleich vorneweg- sehr schwer zu kriegen. Ich bin auch nur durch Zufall in Österreich dran geraten und hab ihn aber in Deutschland/Bayern noch nie wo gesehen. Ich musste den Kaffee sofort ausprobieren, da ich überzeugte zotter-Schokolade-Käuferin bin. Der Preis ist eher im oberen Drittel bei ca. 8,50 für 250g. Kann natürlich sein, dass mich auch das hübsche, ansprechende Design geblendet hat, aber für ne Mischung (sonst trinke ich nur reinen Arabica) war er ausgesprochen lecker. Die Bohnen haben eine schöne Farbe (keine hellgelben hatten sich eingeschmuggelt) und ließen sich gut mahlen (sind also sehr gut geröstet). Ich bin zufrieden, würde und könnte, es mir aber trotzdem nicht so oft leisten, da mein gewohnter fairtrade, self roasted, Kaffee ca. 2 Euro günstiger ist. Ich würde gerne 4,5 Sterne vergeben, wegen dem Preis und dem schweren Zugang."
23,Naturata Kaffee,5,"Dieser Getreidekaffee ist ein wunderbarer Kaffeeersatz, da er sehr gut duftet und schmeckt (für mich als eingefleischter Kaffeegenießer unerläßlich) und mit dem kleinen Anteil Koffein nicht gleich so ganz heftig bei der Umgewöhnung. Ich bin begeistert und trinke ihn immer öfter und habe dazu noch das gute Gefühl ohne Schadstoffe zu genießen und etwas für meine Gesundheit zu tun. Für dieses Produkt gibt es 5 Sterne, keine Abstriche!!"
24,Zotter Kaffee Mi(s)Chung,5,"Vom nicht Kaffee Trinker zum Kaffee Liebhaber dank dieser Mischung. Für mich der einzig wahre Kaffee, geschmacklich und gedanklich. Fairtrade und selbst geröstet in der Steiermark. Kann auch online bestellt werden was super praktisch ist. Probieren und verlieben …"
25,Zotter Kaffee Mi(s)Chung,5,"Ein wunderbarer Kaffee. Qualität, Mischung und Röstung machen diesen Kaffee zu einem runden, kräftigen Genuss und 100% Bio und Fairtraide, da leiste ich mir den Preis. der Kaffee ist noch immer etwas schwer zu bekommen (wenn man noch in Geschäften einkauft und nicht online) was aber nicht so schlimm ist, so ist das bei Qualität und Genuss, nicht immer aber dafür mit Freude. Ich gebe 5 Sterne, weil er mir „kostbar“ ist. P.s. Die Kaffeeschokoladen sind der absolute Hit 😉"
26,Lebensbaum Kaffee,5,"Wir haben vor ein paar Wochen den Gourmet-Kaffee (gemahlen, mild &amp; bekömmlich, 100% Arabica) von Lebensbaum ausprobiert – und waren ziemlich enttäuscht. Für den Preis – knapp 8 Euro für ein Pfund – hatten wir uns mehr erhofft. Natürlich ist das Geschmackssache, hängt von der Zubereitungsart, dem Wasser usw. ab. Aber im Vergleich zum Bio-Kaffee, den wir sonst haben (J.J. Darboven), ließ das Aroma sehr zu wünschen übrig, auch bei höherer Dosierung. Es hat uns einfach nicht überzeugt, auch wenn man ihn natürlich trotzdem trinken konnte und nicht wegschütten musste. Zwei Sterne gibt’s für den fairen Handel."
27,Basic Espresso,5,"Ich kaufe mir den fairen Bio Basic Kaffee regelmaßig alle zwei Wochen als ganze Bohne im Bio Basic Markt (1 kg für 15,99 €) und bin begeistert vom Geschmack dieses hervorragenden Kaffees. Ich kann ihn nur wärmstens empfehlen. Das bestätigen auch meine Kunden, denen ich eine Probe davon mitgegeben habe."
28,Rewe Bio Röstkaffee,1,"Da es unsere Sorte grad nicht gab, haben wir den REWE Bio Röstkaffee Fairtrade gekauft und dieser hat uns überzeugt. Der Kaffee schmeckt vollmundig und mild und es gibt ihn zu einem guten Preis-/ Leistungsverhältnis. Dieser werden wir jetzt öfters kaufen."
29,Tchibo Barista,1,"Dafür, dass der Kaffee laut Fernsehwerbung extrem schonen und mit niedriger Temperatur geröstet wird, enthält er einige verbrannte Bohnen. Ferner wird der Kaffee mit Schalen gestreckt. Das hört man im Mahlwerk ab und zu. Man kann aber auch einfach mal den Kaffee auf weißes Papier oder ein Tuch schütten (vielleicht 2 Eßlöffel) und sich das Bohnenbild anschauen. Habe bei Tchibo angerufen und mich beschwert. Am Telefon bekam ich gesagt, dass man diesbezüglich nichts machen könne. Schade; nie wieder!"
30,Naturata Kaffee,5,"super lecker! das gute an diesem Getreidekaffee ist das jeder selbst den Geschmack bestimmen kann (von mild bis leicht bitter) Kaffee vertrag ich nicht so gut und das ist eine sehr gute Alternative zu herkömmlichen Bohnenkaffee. wenn es mehr als 5 Sterne geben würde, dieser „Muckefuck“ hätte sie verdient! macht süchtig, und ist dabei auch noch eine gesunde alternative"
31,Naturata Kaffee,5,"Der Alnatura Getreidekaffee ist die perfekte Alternative zu Kaffee. Da ich persönlich keinen Kaffee vertrage und immer Magenschmerzen bekomme ist Getreidekaffee für mich das Beste. Er ist gut verträglich , ich kann damit auch eine Soja Latte oder Cappuccino machen. Den Stärkegrad bestimme ich selbst. Ich verfeinere meine Kuchen und Scgokoladenkreationen damit. Sogar eine Kaffee Creme lässt sich damit herstellen. Ich geb ihn nicht mehr her"
32,Lebensbaum Kaffee,5,"‚Gourmet Kaffee‘ ist unter den Lebensbaum Kaffees mein Favorit, da er ein ausgewogenes Aroma hat und sehr bekömmlich ist."
33,Lebensbaum Kaffee,5,"Ich habe diesen Kaffee mal zu Besuch bei einer Freundin bekommen und war sofort hin und weg von ihrem Kaffee. Er schmeckt so vollmundig und natürlich, kräftig und einfach lecker. Natürlich hab ich mir den Kaffee dann auch gekauft und genieße ihn oft. Auch meinen Gästen biete ich ihn sehr gern an, die dann auch immer ganz begeistert sind. Ich kann diesen Kaffee einfach nur weiterempfehlen."
34,Lebensbaum Kaffee,5,Kein Tag kann besser anfangen als mit einer Tasse Gourmet – Kaffee von Lebensbaum. Ganz gleich ob Kaffee oder Espresso – die Produkte von Lebensbaum sind einfach das Beste. Bio und fair. Das Preis/leistungsverhältnis stimmt ebenfalls. Auf die Firma Lebensbaum kann man vertrauen.
35,Alnatura Kaffee,4,"Einer meiner Lieblingskaffees. Voller Geschmack, tolle Cremá. habe schon viele Bio und fair trade Kaffees probiert und die meisten schmecken eher fad."
36,Rewe Bio Röstkaffee,1,"Ich nutze von REWE Bio Röstkaffee Fairtrade die Kaffeepads für meine Senseomaschiene. Ich habe schon einige Biokaffees ausprobiert und muss sagen, dass mir der REWE Bio Röstkaffee Fairtrade am Besten schmeckt. Das Preis/Leistungsverhältnis ist super, wenn man bedenkt, wie teuer die original Senseopads sind (ohne Bio und Fairtradesiegel!)."
37,Rewe Bio Röstkaffee,1,Naturland von Rewe
38,Rewe Bio Röstkaffee,1,"Naturland gibt auf ihrer Internetseite an, dass Sie den Öko-Landbau stärken wollen. Was prinzipiell erst mal nicht schlecht ist. Mit der Rewe Kooperation wird ihnen dieses auch gelingen. Bio aus dem Supermarkt ist oft billiger als die Ware aus dem Bioladen. Um die Bio-Ware so günstig verkaufen zu können, drücken die Supermärkte die Preise bei den Erzeugern."
39,Rapunzel Gusto Kaffee & Chicco Getreidekaffee,5,"Gerade abends trinke ich gerne mal einen Getreidekaffee, weil er dann nicht mehr zu sehr puscht. Mir gefällt einfach der Geschmack und irgendwie habe ich das Gefühl, daß er mich stärkt."
40,One World Bio Caffé Crema,3,"Hatten die Bohnen im Blindtest im Büro im Vollautomaten – die Reaktionen waren durchaus positiv. Für einen Cafe Crema schön kräftig. Schade nur, dass Aldi neben den offiziellen Bio- und Fairtrade-Siegel wenig Infos zu den Anbaugebieten macht. Leider gibt es bei Aldi (noch) keinen fairen Espresso… Aber immerhin bewegt sich auch bei den Discountern etwas."
41,Kaffa Wildkaffee,5,"Eine große Auswahl an wirklich köstlichen Kaffees – man sieht und schmeckt, dass bei der Herstellung viel Liebe im Spel ist. Ach ein tolles Geschenk für Kaffeeliebhaber!"
42,Rewe Bio Röstkaffee,1,Fairtrade Logo = Armut light &amp; keine Transparenz
43,Rewe Bio Röstkaffee,1,"Kaffeebörse in Nairobi: Für Fairtrade Kaffee gibt es einen Festpreis – der liegt aber nur knapp über den Weltmarkt-Niveau. Um eine bäuerliche Mittelschicht aufzubauen, müssten die Pflückerinnen und der Bauer mit midestens 10 Cent pro Tasse entlohnt werden. Im Schnitt liget das Gehalt aber nur bei ca. 3 US Doller am Tag. Des weiteren ist der Zoll von rohen Kaffeebohnen zu niedrig. Wirklich Fair wäre es, wenn die Bauern ihren Kaffe selbst rösten, verpacken und vermarkten könnten. Denn für gerösteten Kaffee liegt der Zoll deutlich höher."
44,Rewe Bio Röstkaffee,1,siehe dazu in Zeit-Online Fairtrade: Wenn Kaffee bitter schmeckt (18. August 2014 von Axel Hansen)
45,Rapunzel Gusto Kaffee & Chicco Getreidekaffee,5,"Ein schonender, magenfreundlicher und reizarmer Kaffee, der alle Freunde von milden Sorten an sich bindet."
46,Rapunzel Gusto Kaffee & Chicco Getreidekaffee,5,"Ich bin total begeistert, er ist echt magenfreundlich auch für Sensibelchen. Und sehr lecker."
47,Rapunzel Gusto Kaffee & Chicco Getreidekaffee,5,"Sehr milder, vollmundiger Geschmack"
48,Rapunzel Gusto Kaffee & Chicco Getreidekaffee,5,"ich kann den epressso nur über den grünen klee loben.er schmeckt sowohl aufgebrüht,in der cafetiere als auch aus der traditionellen italienischen alukanne hervorragend.ausserdem ist das hand in hand label höher zu bewerten als einige der anderen hier vorkommenden."
49,One World Bio Caffé Crema,3,"Wir sind mit dem Kaffee sehr zufrieden, wir mahlen jeden Tag frisch und brühen im Filter auf. Der beste Kaffee für uns. Ich finde es toll, dass es solchen Kaffee bei Aldi gibt. Er hat das Fairtrade Zeichen und alles, was mein Vorredner schon festgestellt hat"
50,One World Bio Caffé Crema,3,"Eigentlich schmeckt dieser Kaffee, wie man es sich vorstellt, oder gar nicht mehr darüber nachdenkt, sozusagen selbstverständlich, aber ohne bleibende geschmackliche Erinnerung an etwas Besonderes. Ein bisschen heikel ist die Dosierung, will man ihn kräftiger/stärker, kommt er etwas in den bitteren Bereich. Ich hatte den Kaffee nict im Automaten verwendet, sonder handgefiltert. Preislich für fair-Trade &amp; Bio (halbwegs) in Ordnung, aber keine spezifische Herkunftsdeklaration, wenn ich das recht erinnere."
51,One World Bio Caffé Crema,3,"Der Kaffee ist geschmacklich was für alle: nicht zu bitter und nicht zu fade und mit mittlerer Säure. Für einen fairen Kaffee finde ich ihn sehr günstig und bei mir regt sich immer etwas Zweifel, ob er wirklich so fair sein kann, bei diesen Mengen und diesem Preis. Ich möchte es aber gerne glauben, denn es gibt gar nicht so viel Auswahl an bezahlbarem/fairem Biokaffee in Bohnenform. Er schmeckt auch als Cappuccino und Espresso lecker."
52,Kaffa Wildkaffee,5,"Aber der beste Kaffee, den wir bisher getrunken haben."
53,Kaffa Wildkaffee,5,"Kaffa dieser Wildkaffee aus Äthiopien ist im Geschmack und Aroma einfach wunderbar. Man bekommt schon gute Laune wenn die Bohnen in dem Kaffeeautomaten frisch gemahlen werden, anschließend der Kaffee überbrüht wird, einfach klasse. Jetzt ein Päuschen einlegen und alles wird gut."
54,Kaffa Wildkaffee,5,"Espresso schmeckt sehr gut, aber nicht sehr kräftig. Zu viel Milch überdeckt den feinen Geschmack. Aufgrund des Preises eher was für besonder Anlässe."
55,GEPA Kaffee,5,"unbeschreiblicher geschmack, bestes Preis Leistungs Verhältnis und vor allem die aller beste Marke wenn es um Fair Trade geht! Die GEPA ist seit Jahren einer der wenigen Firmen, die hält was sie verspricht!! Nicht nur wenn es um die faire Bezahlung der Handelspartner geht, auch Langzeitverträge, Bildungspartnerschaften und besonders der faire Umgang und Bezahlung mit den eigenen Mitarbeitern in Deutschlad. Der wird nämlich leider oft vergessen…"
56,Rewe Bio Röstkaffee,1,geschmacklich: 3 Sterne optisch: 3 Sterne Preis: 2 Sterne Verpackung: 1 Stern
57,Rewe Bio Röstkaffee,1,"Nahezu ungenießbar – gibt es bei Rewe eine Qualitätskontrolle, die den Kaffee ab und zu mal testet und probiert? Der Kaffee hat einen eigenartigen Beigeschmack. Wir haben ihn wegen des Fairtrade/Bio-Labels gekauft – geschmacklich allerdings eine herbe Enttäuschung."
58,Rewe Bio Röstkaffee,1,"diesen Kaffee kann man nicht trinken, das so was Kaffee genannt wird ist befremdend, würde ich nie mehr kaufen! Ist einfach ein grauenvolles Abwaschwasser, egal ob fair trade oder nicht – schmeckt einfach furchtbar. Ich habe die fast volle Packung in den Müll geworfen."
59,Rapunzel Gusto Kaffee & Chicco Getreidekaffee,5,"Jeder auf seine Art super, wobei ich den Getreidekaffee nicht kenne. Mahle immer vor dem Brühen frisch und alle sind begeistert. Jederzeit zu empfehlen…………………………………………………………………………………………………….."
60,One World Bio Caffé Crema,3,"Der Kaffee schmeckt auf jeden Fall sehr gut und aromatisch. Dass es ihn nur in Bohnenform gibt, stört mich persönlich nicht, da ich meinen Kaffee morgens sowieso am liebsten frisch in meiner Handmühle mahle. Irritiert bin ich nur wirklich sehr durch den geringen Preis. Kann das wirklich so fair vonstatten gehen? Daher vergebe ich nur drei Sterne."
61,One World Bio Caffé Crema,3,Der Kaffee der ALDI Rösterei war schon immer gut – und nun auch ein Cafe Crema für den Vollautomaten. Auch hier enttäuscht der Geschmack nicht. Vorteil eines ALDI-Kaffees: in fast jeder Stadt zu fairen Preis verfügbar.
62,One World Bio Caffé Crema,3,"4 Sterne gibt es deshalb, weil es nicht mein Lieblingskaffee ist."
63,Kaffa Wildkaffee,5,"was mir gefällt ist, dass dieser Kaffee nicht nur ausgezeichnet schmeckt sondern dass er auch fair gehandelt wird und vor allem dass keine 140 liter wasser pro tasse kaffee verschwendet werden wie bei jedem anderen kaffee (<a href=""https://kaffawildkaffee.blogspot.com/2014/05/140-liter-wasser-fur-eine-tasse-kaffee.html"" target=""_blank"" rel=""nofollow"">http://kaffawildkaffee.blogspot.com/2014/05/140-liter-wasser-fur-eine-tasse-kaffee.html</a>). und wenn ich ihn mit anderen spezialitätenkaffees vergleiche ist er sogar richtig preis-wert."
64,Kaffa Wildkaffee,5,"Nach langem Suchen hab ich ihn endlich bei uns im „Eine Welt Laden“ gefunden. Tolles Aroma, mild und aromatisch. Das Konzept und die besondere Form des Anbaus haben mich überzeugt. Da ist der Preis angemessen. Für Vieltrinker wohl etwas teuer. Für mich als Gelegenheitstrinkerin aber genau richtig! Super auch als Geschenk!"
65,GEPA Kaffee,5,"Ich liebe den Espresso von GEPA. Der ist super lecker und ich kann mit einem guten Gewissen Kaffee trinken. Der Geschmack der verwendeten Bohnen (ich nehme den vorgemahlenen, da ich keine Kaffeemühle habe) ist super ausgewogen und insgesamt ist GEPA einfach ein total unterstützenswertes Projekt! Weiter so!"
66,GEPA Kaffee,5,"GEPA Bolivien Bio Cafe Yungas hat ein tolles Aroma und ist dabei sehr bekömmlich. Es heißt, er hätte einen leicht schokoladigen Geschmack und ich finde, das stimmt. Ich war dieses Jahr in Jamaika und habe dort den angeblich zweitbesten Kaffee der Welt, Blue Mountain Coffee, vor Ort gekauft. Aber ich muss sagen, der GEPA Kaffee schmeckt mir viel besser und ist noch dazu wesentlich preisgünstiger."
67,GEPA Kaffee,5,"Ich werde keine anderen Kaffeepads mehr kaufe, als die von GEPA. Nach wie vor trinkt man ja nicht unbedingt mehr als drei oder vielleicht vier Tassen am Tag.und dafür finde ich, kann man auch wirklich mehr bezahlen. Es ist ja nicht so, dass ein Pad drei Euro kostet."
68,Green Cup Coffee,1,"Frisch von Hand aufgebrüht schmeckt dieser Kaffee hervorragend. Ich habe mir diesen schon öfters gekauft und genieße diesen sehr gerne mit Milchschaum. Auch einen Bericht auf meinem Blog habe ich dazu verfasst: <a href=""https://produkttestblog-evi.blogspot.de/2012/06/green-cup-coffee-100-fair-gehandelter.html"" target=""_blank"" rel=""nofollow"">http://produkttestblog-evi.blogspot.de/2012/06/green-cup-coffee-100-fair-gehandelter.html</a>"
69,Tchibo Privat Kaffee Latin Bio,1,"Wer kräftigem Kaffee mag, ist hier genau richtig. Frisch gemahlen, im Handfilter aufgebrüht – immer meine erste Wahl zu Hause 🙂"
70,One World Bio Caffé Crema,3,"Ich finde ihn sehr lecker , kräftig im Geschmack und kommt jeden morgen frisch gemahlen in meine Espressodrehkanne. Für kleines Geld bio und fair find ich klassse! Klar, es gibt geschmacklich Bessere aber für den Alltag gut geeignet."
71,Enerbio Kaffee,4,"Wir mögen den Kaffee, wenn es um Kaffee aus der Bodumpresse geht, sehr gerne. Weder hat er dieses saure Aroma, das die meisten Filterkaffes haben, noch schmeckt er aschig. Er schmeckt eher mild, was im Prinzip nicht so meins ist, aber für den Zweck ist er genau richtig."
72,GEPA Kaffee,5,"Ich habe früher von konventionellem Kaffee auf Bio-Kaffee von GEPA gewechselt und fand ihn einfach toll im Geschmack, egal welche Sorte. Dann trank ich jahrelang gar keinen Kaffee. Begonnen, wieder Kaffee zu trinken, dann vor ein paar Monaten mit günstigem Bio-Kaffee verschiedener Firmen, eben wie es geerade kam. Vor ein paar Wochen habe ich mir dann endlich mal wieder GEPA-Kaffee gekauft (coffeinfrei). Da liegen einfach Welten zwischen den Marken! Für mich schmeckt er mit Abstand am besten. Das Aroma ist einfach köstlich und sehr intensiv, ich dosiere viel weniger und er bekommt mir bestens im Magen!"
73,GEPA Kaffee,5,"Als Mitarbeiterin eines Weltladens habe ich das große Sortiment natürlich schon ausgiebig durchprobiert. Exzellente Kaffees und aufgrund der schonenden Röstung auch nach super verträglich und dazu aus fairer Produktion – so macht Kaffee wirklich Freude – nicht nur den Konsumenten, sondern auch den Produzenten in den Herkunftsländern!"
74,GEPA Kaffee,5,Fair Trade Kaffee zu verwenden ist mir wichtig und gibt mir ein gutes Gefühl und sowohl die Kaffee-Sorten wie auch der Espresso von GEPA Kaffee schmecken angenehm und haben ein volles Aroma. Deshalb greife ich seit Jahren immer wieder gerne zu einem GEPA Kaffee- Produkt.
